order_id,customer_id,store_id,employee_id,order_date,ship_date,delivery_date,status,payment_method,shipping_method,discount_pct,region_id
30145,4067,39,188,2022-10-22,2022-10-28,2022-11-08,Delivered,Debit Card,Free Shipping,0,7
30146,3158,8,91,2024-11-09,2024-11-15,2024-11-24,Delivered,Apple Pay,Overnight,5,7
30147,579,24,237,2022-10-24,,,Cancelled,Debit Card,Free Shipping,25,5
30148,4011,47,153,2025-09-13,2025-09-20,2025-09-24,Delivered,PayPal,Free Shipping,10,2
30149,678,18,4,2024-12-13,,,Processing,Gift Card,Pickup,15,4
30150,2047,27,208,2025-03-11,2025-03-17,2025-03-19,Delivered,PayPal,Pickup,10,2
30151,4510,31,205,2025-06-13,2025-06-19,2025-06-30,Delivered,PayPal,Free Shipping,0,2
30152,3769,14,187,2024-06-22,2024-06-27,2024-07-05,Delivered,Apple Pay,Express,25,1
30153,4061,15,119,2022-10-26,2022-10-27,2022-11-05,Delivered,Apple Pay,Express,10,4
30154,4817,30,28,2022-12-06,2022-12-12,2022-12-20,Delivered,Wire Transfer,Standard,0,6
30155,2401,49,135,2024-04-06,2024-04-10,2024-04-24,Delivered,Apple Pay,Express,0,1
30156,3454,49,265,2024-02-22,2024-02-25,,Shipped,Debit Card,Overnight,15,1
30157,407,18,133,2024-12-25,2025-01-01,2025-01-08,Delivered,Wire Transfer,Overnight,5,4
30158,4403,13,133,2023-11-01,,,Processing,Credit Card,Express,0,7
30159,664,45,270,2022-12-27,,,Cancelled,Apple Pay,Overnight,10,1
30160,175,7,177,2025-11-10,2025-11-14,2025-11-25,Delivered,Wire Transfer,Overnight,15,6
30161,1159,25,16,2023-11-16,2023-11-21,2023-12-03,Delivered,Google Pay,Free Shipping,0,3
30162,588,14,155,2025-05-22,,,Cancelled,Google Pay,Pickup,5,1
30163,181,9,140,2025-06-27,2025-07-04,2025-07-09,Delivered,PayPal,Express,5,6
30164,4011,9,15,2022-07-25,,,Processing,Wire Transfer,Standard,15,6
30165,2287,7,79,2024-07-26,2024-07-31,2024-08-13,Delivered,Credit Card,Overnight,20,6
30166,2414,35,137,2024-11-26,2024-11-29,2024-12-10,Delivered,Google Pay,Express,0,8
30167,4634,34,251,2022-01-04,2022-01-05,,Returned,Debit Card,Free Shipping,0,8
30168,761,29,70,2024-08-10,2024-08-13,2024-08-15,Delivered,Apple Pay,Overnight,0,7
30169,1004,34,216,2022-08-12,2022-08-13,2022-08-20,Delivered,Credit Card,Express,0,8
30170,1006,42,18,2024-12-18,2024-12-21,,Shipped,Google Pay,Express,10,8
30171,1170,32,93,2024-02-02,2024-02-04,2024-02-07,Delivered,Wire Transfer,Overnight,5,4
30172,4492,36,162,2024-11-08,2024-11-09,2024-11-17,Delivered,Wire Transfer,Express,0,7
30173,1687,34,226,2025-08-15,,,Cancelled,Credit Card,Pickup,5,8
30174,2956,25,299,2024-01-20,2024-01-24,2024-02-04,Delivered,PayPal,Pickup,0,3
30175,672,30,187,2024-05-21,2024-05-27,2024-05-30,Delivered,Gift Card,Pickup,5,6
30176,3838,40,143,2024-10-21,,,Processing,Credit Card,Standard,15,2
30177,3209,20,95,2025-11-23,2025-11-27,2025-11-29,Delivered,Credit Card,Overnight,25,7
30178,212,1,162,2023-04-23,2023-04-29,2023-05-08,Delivered,Gift Card,Overnight,5,2
30179,829,50,132,2023-05-16,2023-05-23,2023-05-24,Delivered,PayPal,Free Shipping,25,9
30180,3531,17,240,2024-12-10,2024-12-17,2024-12-23,Delivered,PayPal,Free Shipping,20,9
30181,2544,38,245,2024-11-26,2024-12-03,2024-12-13,Delivered,Credit Card,Express,5,2
30182,3793,25,64,2024-07-15,2024-07-21,2024-07-26,Delivered,Gift Card,Overnight,10,3
30183,2717,42,217,2023-11-28,2023-12-01,2023-12-11,Delivered,Apple Pay,Free Shipping,0,8
30184,3094,34,88,2023-02-12,2023-02-14,2023-02-22,Delivered,Gift Card,Express,0,8
30185,4602,20,265,2023-08-05,2023-08-11,2023-08-14,Delivered,Apple Pay,Pickup,5,7
30186,4855,14,38,2024-07-04,2024-07-05,2024-07-06,Delivered,PayPal,Express,10,1
30187,2728,24,48,2022-11-04,2022-11-09,2022-11-14,Delivered,Wire Transfer,Pickup,0,5
30188,3517,19,210,2023-11-26,2023-12-01,2023-12-06,Delivered,Credit Card,Pickup,0,2
30189,2797,5,258,2025-01-10,2025-01-13,2025-01-22,Delivered,Gift Card,Free Shipping,0,1
30190,443,11,101,2023-06-11,,,Pending,Wire Transfer,Free Shipping,20,6
30191,4729,41,253,2024-09-15,2024-09-19,,Shipped,Wire Transfer,Pickup,0,9
30192,1129,27,297,2025-07-19,2025-07-23,2025-08-04,Delivered,Credit Card,Standard,15,2
30193,4467,4,46,2023-06-11,2023-06-17,2023-07-01,Delivered,Credit Card,Pickup,25,4
30194,2573,47,17,2023-10-15,2023-10-22,2023-11-04,Delivered,Wire Transfer,Pickup,5,2
30195,1252,28,148,2025-03-28,2025-04-04,2025-04-11,Delivered,Debit Card,Free Shipping,0,3
30196,3949,33,260,2024-05-03,2024-05-05,2024-05-08,Delivered,Debit Card,Standard,10,1
30197,4061,21,190,2025-05-20,,,Processing,Gift Card,Overnight,15,1
30198,729,4,47,2022-07-05,2022-07-06,2022-07-18,Delivered,Apple Pay,Free Shipping,15,4
30199,4359,5,223,2023-10-12,2023-10-15,2023-10-27,Delivered,PayPal,Standard,5,1
30200,2979,5,38,2024-05-20,2024-05-25,2024-05-26,Delivered,Credit Card,Standard,0,1
30201,52,25,300,2024-04-12,2024-04-13,2024-04-14,Delivered,Wire Transfer,Express,0,3
30202,3431,23,150,2024-08-17,2024-08-24,2024-09-05,Delivered,Apple Pay,Express,10,5
30203,3260,43,219,2024-12-26,2024-12-27,2024-12-28,Delivered,Apple Pay,Free Shipping,20,7
30204,2682,25,197,2025-04-24,2025-04-25,,Returned,Credit Card,Express,20,3
30205,4877,30,133,2024-06-23,2024-06-28,2024-06-30,Delivered,PayPal,Express,5,6
30206,187,30,261,2023-09-04,2023-09-11,2023-09-24,Delivered,PayPal,Express,15,6
30207,3749,14,176,2024-12-22,2024-12-25,,Returned,Wire Transfer,Pickup,10,1
30208,1733,49,237,2025-10-19,2025-10-26,2025-11-03,Delivered,Debit Card,Free Shipping,0,1
30209,3221,27,225,2024-09-22,2024-09-23,2024-10-07,Delivered,Wire Transfer,Express,5,2
30210,4812,38,134,2023-02-28,,,Cancelled,Debit Card,Standard,10,2
30211,4281,17,259,2025-06-25,,,Cancelled,Wire Transfer,Pickup,25,9
30212,4465,10,91,2024-06-25,2024-06-27,2024-07-05,Delivered,Apple Pay,Standard,0,5
30213,4036,20,205,2024-04-09,2024-04-11,2024-04-25,Delivered,Debit Card,Free Shipping,20,7
30214,1782,11,216,2025-12-05,2025-12-11,2025-12-24,Delivered,Credit Card,Overnight,15,6
30215,1305,32,231,2022-03-22,,,Cancelled,PayPal,Standard,10,4
30216,4723,7,177,2023-12-27,2023-12-30,2024-01-06,Delivered,Google Pay,Standard,10,6
30217,3404,47,232,2025-10-25,2025-10-31,2025-11-11,Delivered,Credit Card,Overnight,20,2
30218,3314,24,32,2025-03-21,2025-03-24,,Shipped,Debit Card,Pickup,10,5
30219,1125,47,148,2025-12-21,2025-12-28,2026-01-11,Delivered,Wire Transfer,Overnight,15,2
30220,4869,49,144,2023-03-19,2023-03-26,2023-04-01,Delivered,Google Pay,Express,10,1
30221,2499,48,225,2024-04-16,2024-04-20,2024-04-28,Delivered,Apple Pay,Free Shipping,10,4
30222,731,12,221,2022-11-07,,,Processing,Apple Pay,Express,30,2
30223,346,43,90,2022-11-03,,,Processing,Wire Transfer,Standard,0,7
30224,578,31,253,2025-11-03,2025-11-05,2025-11-06,Delivered,Debit Card,Free Shipping,25,2
30225,3624,23,219,2023-09-19,2023-09-22,2023-10-02,Delivered,Credit Card,Express,0,5
30226,129,6,37,2024-12-15,2024-12-20,2024-12-26,Delivered,Gift Card,Standard,0,6
30227,1404,30,116,2025-12-03,2025-12-08,2025-12-20,Delivered,Google Pay,Overnight,0,6
30228,338,9,189,2025-07-26,2025-08-02,2025-08-08,Delivered,Apple Pay,Overnight,0,6
30229,1457,50,142,2023-05-17,2023-05-23,2023-05-28,Delivered,Wire Transfer,Pickup,10,9
30230,3031,25,105,2022-03-03,2022-03-04,2022-03-16,Delivered,Gift Card,Free Shipping,0,3
30231,4117,21,69,2023-08-04,2023-08-09,,Shipped,Credit Card,Pickup,30,1
30232,1755,40,256,2022-10-25,,,Processing,Apple Pay,Pickup,15,2
30233,1701,42,76,2022-08-11,2022-08-13,2022-08-17,Delivered,Wire Transfer,Free Shipping,15,8
30234,1271,12,5,2023-01-14,2023-01-19,2023-01-22,Delivered,PayPal,Overnight,15,2
30235,2624,48,244,2023-04-11,,,Processing,Gift Card,Overnight,0,4
30236,3860,29,187,2022-06-16,2022-06-17,2022-06-23,Delivered,Debit Card,Overnight,10,7
30237,4010,18,166,2024-07-13,2024-07-19,2024-07-21,Delivered,Debit Card,Free Shipping,0,4
30238,1915,6,96,2024-10-13,2024-10-14,2024-10-20,Delivered,Gift Card,Overnight,0,6
30239,4248,22,196,2022-09-10,2022-09-16,2022-09-17,Delivered,Wire Transfer,Free Shipping,20,5
30240,1019,41,192,2022-11-17,2022-11-20,2022-12-03,Delivered,Credit Card,Pickup,30,9
30241,1649,32,299,2024-11-07,2024-11-13,2024-11-16,Delivered,Apple Pay,Pickup,0,4
30242,4057,27,257,2025-11-06,,,Pending,Wire Transfer,Standard,0,2
30243,2191,7,185,2023-09-22,,,Cancelled,Google Pay,Standard,15,6
30244,1939,50,42,2023-12-05,2023-12-10,2023-12-13,Delivered,Debit Card,Standard,10,9
30245,1386,4,187,2023-10-16,2023-10-23,2023-10-26,Delivered,Debit Card,Free Shipping,10,4
30246,1021,11,147,2024-09-04,2024-09-06,2024-09-14,Delivered,PayPal,Free Shipping,0,6
30247,658,8,10,2025-08-27,2025-08-29,2025-09-10,Delivered,Google Pay,Standard,10,7
30248,1765,18,35,2023-01-09,2023-01-12,2023-01-23,Delivered,Google Pay,Standard,15,4
30249,2344,45,89,2023-11-20,2023-11-25,2023-12-04,Delivered,Apple Pay,Free Shipping,15,1
30250,4827,25,214,2024-08-28,2024-08-29,2024-09-03,Delivered,Debit Card,Free Shipping,5,3
30251,936,44,39,2024-06-07,2024-06-08,2024-06-15,Delivered,Wire Transfer,Standard,5,9
30252,1619,17,224,2022-03-26,2022-04-01,2022-04-09,Delivered,Wire Transfer,Standard,0,9
30253,3232,48,268,2023-11-12,2023-11-15,2023-11-21,Delivered,Debit Card,Standard,5,4
30254,2398,38,92,2023-03-22,,,Cancelled,Wire Transfer,Express,0,2
30255,1955,31,65,2024-06-05,2024-06-10,,Returned,Debit Card,Overnight,15,2
30256,703,11,41,2023-02-14,2023-02-17,2023-03-02,Delivered,Credit Card,Free Shipping,25,6
30257,4879,19,205,2023-05-04,2023-05-05,,Returned,Apple Pay,Express,0,2
30258,3,7,116,2022-11-04,2022-11-11,2022-11-12,Delivered,Gift Card,Express,5,6
30259,4482,36,183,2023-07-09,2023-07-10,2023-07-15,Delivered,Debit Card,Overnight,0,7
30260,1898,40,160,2024-04-13,,,Cancelled,Credit Card,Free Shipping,0,2
30261,967,26,169,2023-07-14,2023-07-15,,Returned,Credit Card,Free Shipping,20,1
30262,1178,4,20,2022-02-21,2022-02-28,2022-03-06,Delivered,PayPal,Pickup,10,4
30263,1097,4,252,2024-02-28,2024-02-29,2024-03-08,Delivered,Google Pay,Express,0,4
30264,2765,40,117,2024-11-18,,,Processing,Gift Card,Free Shipping,10,2
30265,3923,44,155,2023-03-02,,,Processing,Google Pay,Standard,0,9
30266,644,40,158,2023-03-13,2023-03-15,,Shipped,Google Pay,Pickup,0,2
30267,3741,35,63,2023-05-01,,,Processing,PayPal,Free Shipping,5,8
30268,4698,39,280,2024-08-04,2024-08-10,2024-08-15,Delivered,Apple Pay,Pickup,0,7
30269,1386,25,283,2024-11-24,2024-11-28,2024-12-06,Delivered,Apple Pay,Standard,20,3
30270,4289,8,165,2025-10-01,2025-10-06,2025-10-12,Delivered,Debit Card,Overnight,25,7
30271,4701,20,142,2025-04-21,2025-04-28,2025-04-29,Delivered,Apple Pay,Free Shipping,25,7
30272,1278,9,161,2022-11-25,2022-12-02,2022-12-06,Delivered,Wire Transfer,Express,25,6
30273,4438,23,69,2025-03-04,2025-03-11,2025-03-21,Delivered,Google Pay,Standard,0,5
30274,3514,49,52,2025-09-04,2025-09-08,2025-09-13,Delivered,Wire Transfer,Free Shipping,0,1
30275,4916,18,230,2024-11-16,,,Cancelled,Apple Pay,Overnight,5,4
30276,3026,9,226,2024-03-23,2024-03-28,2024-04-11,Delivered,Gift Card,Express,0,6
30277,3693,50,287,2023-08-20,2023-08-25,,Shipped,PayPal,Standard,0,9
30278,3444,14,106,2025-07-12,,,Pending,Google Pay,Free Shipping,10,1
30279,1255,50,12,2024-11-16,2024-11-18,,Shipped,Credit Card,Standard,5,9
30280,2514,47,135,2024-12-09,2024-12-13,,Shipped,Apple Pay,Express,25,2
30281,1797,4,1,2023-07-02,2023-07-09,2023-07-18,Delivered,Credit Card,Standard,0,4
30282,2666,33,241,2022-10-12,2022-10-14,,Shipped,PayPal,Overnight,20,1
30283,4634,13,228,2024-10-16,2024-10-19,2024-10-23,Delivered,Wire Transfer,Overnight,20,7
30284,3738,36,99,2024-03-21,2024-03-23,2024-03-30,Delivered,Apple Pay,Pickup,25,7
30285,1866,9,294,2023-11-15,2023-11-19,2023-12-02,Delivered,Apple Pay,Free Shipping,15,6
30286,3848,17,30,2022-09-23,2022-09-28,2022-09-29,Delivered,Wire Transfer,Overnight,0,9
30287,2281,15,209,2025-09-06,2025-09-09,2025-09-18,Delivered,Debit Card,Pickup,10,4
30288,1042,37,108,2024-02-26,2024-03-04,2024-03-09,Delivered,PayPal,Express,10,1
30289,2336,43,238,2023-12-09,2023-12-11,2023-12-17,Delivered,Credit Card,Express,0,7
30290,3634,44,278,2024-10-05,2024-10-08,,Returned,Wire Transfer,Standard,20,9
30291,1906,22,288,2024-12-13,2024-12-20,2024-12-30,Delivered,Gift Card,Free Shipping,0,5
30292,1419,1,19,2022-05-06,2022-05-13,2022-05-17,Delivered,Google Pay,Overnight,0,2
30293,4585,14,20,2023-12-02,2023-12-09,2023-12-14,Delivered,PayPal,Pickup,0,1
30294,2211,20,297,2025-03-08,2025-03-13,,Shipped,Wire Transfer,Free Shipping,10,7
30295,3309,49,133,2025-07-23,2025-07-30,2025-08-12,Delivered,Apple Pay,Standard,15,1
30296,1096,46,145,2022-11-21,,,Pending,Apple Pay,Pickup,0,8
30297,4080,48,142,2024-11-02,2024-11-03,,Shipped,PayPal,Pickup,0,4
30298,2817,24,114,2024-01-23,2024-01-30,2024-02-12,Delivered,Gift Card,Overnight,0,5
30299,4090,17,175,2023-10-13,,,Pending,PayPal,Express,20,9
30300,4048,13,285,2023-12-02,2023-12-08,2023-12-17,Delivered,Credit Card,Standard,0,7
30301,2662,29,187,2023-08-27,2023-08-30,,Shipped,Gift Card,Express,15,7
30302,1373,7,17,2025-08-08,,,Pending,PayPal,Express,0,6
30303,2294,32,149,2024-09-28,,,Processing,Debit Card,Overnight,5,4
30304,2848,11,74,2023-11-13,2023-11-16,2023-11-28,Delivered,Wire Transfer,Overnight,0,6
30305,107,27,268,2025-11-05,2025-11-12,2025-11-19,Delivered,Wire Transfer,Express,5,2
30306,4451,24,62,2024-10-01,2024-10-04,2024-10-17,Delivered,Wire Transfer,Pickup,10,5
30307,662,45,101,2023-05-10,2023-05-13,2023-05-18,Delivered,Credit Card,Overnight,10,1
30308,3727,31,25,2022-05-11,2022-05-17,2022-05-25,Delivered,Wire Transfer,Free Shipping,0,2
30309,3424,33,270,2023-03-17,2023-03-18,2023-03-19,Delivered,Apple Pay,Overnight,0,1
30310,3323,24,237,2023-11-02,2023-11-05,,Shipped,Wire Transfer,Express,5,5
30311,1557,13,39,2023-10-23,2023-10-26,2023-10-27,Delivered,Wire Transfer,Standard,0,7
30312,1577,7,155,2025-11-26,2025-11-30,2025-12-12,Delivered,Wire Transfer,Express,0,6
30313,2120,40,140,2025-11-23,2025-11-27,2025-12-03,Delivered,Apple Pay,Free Shipping,0,2
30314,4854,17,196,2022-10-22,2022-10-26,2022-11-09,Delivered,Gift Card,Standard,0,9
30315,4408,21,246,2023-08-14,2023-08-15,2023-08-24,Delivered,Apple Pay,Free Shipping,10,1
30316,4874,37,253,2024-12-16,2024-12-23,2024-12-27,Delivered,Debit Card,Express,10,1
30317,4051,17,105,2023-06-06,2023-06-09,,Shipped,Debit Card,Express,5,9
30318,2800,44,123,2025-07-28,2025-07-31,2025-08-10,Delivered,PayPal,Overnight,15,9
30319,245,20,77,2024-03-24,,,Processing,Credit Card,Overnight,0,7
30320,602,12,109,2024-10-25,,,Pending,Apple Pay,Overnight,5,2
30321,4272,1,5,2024-07-13,,,Cancelled,Wire Transfer,Overnight,10,2
30322,307,38,158,2024-04-24,2024-05-01,2024-05-09,Delivered,Google Pay,Overnight,10,2
30323,2135,27,148,2023-03-15,2023-03-21,2023-04-01,Delivered,Gift Card,Overnight,0,2
30324,4310,35,222,2024-05-07,2024-05-09,2024-05-22,Delivered,PayPal,Pickup,0,8
30325,3995,5,211,2022-08-19,2022-08-25,2022-08-31,Delivered,PayPal,Free Shipping,5,1
30326,3546,33,193,2025-04-23,2025-04-25,2025-04-30,Delivered,Gift Card,Express,15,1
30327,25,31,177,2025-02-08,,,Processing,PayPal,Standard,5,2
30328,161,19,83,2022-12-02,2022-12-05,,Shipped,Apple Pay,Overnight,5,2
30329,4776,45,204,2022-10-06,2022-10-07,2022-10-20,Delivered,Gift Card,Pickup,0,1
30330,2451,45,142,2024-12-01,2024-12-04,,Shipped,Debit Card,Standard,0,1
30331,2994,6,270,2024-08-08,2024-08-11,2024-08-24,Delivered,Wire Transfer,Express,5,6
30332,4344,34,195,2023-11-21,,,Cancelled,Credit Card,Express,5,8
30333,4980,34,9,2023-11-04,2023-11-08,2023-11-22,Delivered,PayPal,Overnight,30,8
30334,3284,17,11,2022-10-23,2022-10-30,2022-11-03,Delivered,Apple Pay,Pickup,20,9
30335,2999,11,228,2024-07-23,,,Processing,Wire Transfer,Pickup,0,6
30336,3170,42,112,2023-01-17,2023-01-24,2023-01-27,Delivered,PayPal,Standard,0,8
30337,1016,23,285,2023-10-19,2023-10-26,2023-11-06,Delivered,Credit Card,Overnight,5,5
30338,453,8,34,2023-10-01,2023-10-04,2023-10-18,Delivered,PayPal,Pickup,20,7
30339,1529,26,89,2022-09-02,2022-09-08,2022-09-18,Delivered,Google Pay,Pickup,25,1
30340,4210,14,291,2024-10-03,2024-10-07,,Returned,Wire Transfer,Free Shipping,0,1
30341,4575,45,43,2023-12-12,2023-12-13,2023-12-21,Delivered,Debit Card,Pickup,10,1
30342,277,19,266,2025-03-18,2025-03-25,2025-03-28,Delivered,Debit Card,Standard,0,2
30343,4276,49,298,2023-10-25,2023-10-27,,Returned,Google Pay,Overnight,25,1
30344,3514,16,191,2023-10-28,,,Pending,PayPal,Overnight,0,8
30345,3605,47,146,2025-07-26,2025-07-30,,Returned,Debit Card,Standard,10,2
30346,1781,43,57,2025-05-01,2025-05-07,2025-05-19,Delivered,PayPal,Overnight,0,7
30347,3115,39,180,2024-07-08,2024-07-09,2024-07-19,Delivered,Apple Pay,Express,0,7
30348,293,15,192,2024-06-17,2024-06-24,2024-07-02,Delivered,Wire Transfer,Free Shipping,5,4
30349,1534,12,200,2024-01-17,2024-01-23,2024-01-28,Delivered,Google Pay,Standard,10,2
30350,421,46,14,2025-05-05,,,Cancelled,Gift Card,Pickup,0,8
30351,2607,44,174,2023-07-27,2023-07-28,,Returned,Debit Card,Overnight,5,9
30352,113,28,13,2023-04-04,2023-04-08,2023-04-17,Delivered,Credit Card,Free Shipping,20,3
30353,1525,21,233,2023-06-22,2023-06-29,2023-07-09,Delivered,Apple Pay,Express,0,1
30354,4657,48,214,2024-04-12,2024-04-14,,Shipped,Debit Card,Express,0,4
30355,892,22,64,2023-12-16,,,Processing,Debit Card,Standard,0,5
30356,366,38,28,2024-07-17,2024-07-22,2024-08-02,Delivered,PayPal,Overnight,0,2
30357,3298,44,293,2023-07-09,2023-07-11,2023-07-23,Delivered,PayPal,Express,10,9
30358,4024,40,287,2022-04-05,2022-04-12,2022-04-13,Delivered,Google Pay,Free Shipping,10,2
30359,4839,7,249,2025-08-17,2025-08-19,2025-08-22,Delivered,PayPal,Pickup,0,6
30360,949,35,194,2024-06-25,2024-07-02,2024-07-13,Delivered,Google Pay,Pickup,20,8
30361,671,49,230,2025-10-24,2025-10-29,2025-11-06,Delivered,Debit Card,Express,10,1
30362,2214,15,205,2024-07-05,2024-07-10,2024-07-15,Delivered,Gift Card,Overnight,0,4
30363,3449,48,219,2023-08-15,2023-08-17,2023-08-30,Delivered,Debit Card,Pickup,0,4
30364,3041,16,85,2024-04-01,2024-04-04,2024-04-14,Delivered,Wire Transfer,Free Shipping,0,8
30365,3684,37,265,2025-08-13,,,Cancelled,Google Pay,Standard,25,1
30366,4438,29,248,2024-04-16,2024-04-20,2024-04-24,Delivered,Google Pay,Overnight,15,7
30367,3697,23,111,2025-11-16,2025-11-21,2025-11-27,Delivered,Debit Card,Standard,20,5
30368,468,22,168,2024-01-01,2024-01-04,2024-01-07,Delivered,Gift Card,Standard,0,5
30369,55,11,185,2024-11-19,2024-11-21,2024-11-25,Delivered,Credit Card,Overnight,0,6
30370,82,29,89,2024-12-23,2024-12-24,2025-01-07,Delivered,Wire Transfer,Overnight,0,7
30371,377,36,10,2023-05-02,2023-05-05,2023-05-10,Delivered,Google Pay,Pickup,20,7
30372,4987,27,36,2025-09-19,2025-09-24,2025-10-02,Delivered,Apple Pay,Standard,15,2
30373,884,19,292,2024-09-14,2024-09-16,2024-09-18,Delivered,Apple Pay,Overnight,10,2
30374,25,48,165,2024-01-11,2024-01-12,2024-01-14,Delivered,Debit Card,Standard,10,4
30375,910,34,239,2023-08-21,2023-08-25,2023-09-01,Delivered,Debit Card,Pickup,0,8
30376,3324,43,189,2022-03-17,2022-03-24,2022-03-25,Delivered,Wire Transfer,Pickup,10,7
30377,2200,10,283,2023-04-26,2023-04-28,,Returned,Wire Transfer,Standard,20,5
30378,4322,13,152,2025-12-02,2025-12-05,2025-12-08,Delivered,Credit Card,Express,10,7
30379,595,12,211,2022-05-08,,,Pending,Credit Card,Overnight,0,2
30380,3541,24,68,2024-04-03,2024-04-04,2024-04-15,Delivered,Apple Pay,Express,15,5
30381,2538,41,39,2022-02-03,,,Processing,Gift Card,Standard,0,9
30382,772,35,2,2025-10-07,2025-10-14,2025-10-20,Delivered,PayPal,Overnight,0,8
30383,3877,12,70,2025-12-27,2026-01-02,2026-01-11,Delivered,Google Pay,Free Shipping,10,2
30384,4529,27,218,2023-11-17,,,Processing,PayPal,Express,0,2
30385,4862,43,29,2025-11-28,2025-12-05,2025-12-18,Delivered,Debit Card,Express,15,7
30386,2442,44,195,2022-06-25,2022-06-29,2022-07-02,Delivered,Wire Transfer,Express,0,9
30387,358,43,105,2024-08-10,,,Pending,Debit Card,Pickup,0,7
30388,669,47,283,2024-08-27,2024-09-02,2024-09-09,Delivered,Credit Card,Pickup,10,2
30389,1746,33,65,2024-05-14,,,Processing,Wire Transfer,Express,5,1
30390,2339,27,90,2022-06-18,2022-06-19,,Returned,Gift Card,Express,0,2
30391,41,18,27,2024-09-07,2024-09-10,2024-09-20,Delivered,Google Pay,Standard,25,4
30392,2730,25,100,2023-12-09,2023-12-14,2023-12-24,Delivered,PayPal,Overnight,0,3
30393,3608,11,55,2024-12-03,2024-12-06,2024-12-17,Delivered,Wire Transfer,Free Shipping,25,6
30394,3998,6,297,2024-07-15,,,Cancelled,Wire Transfer,Overnight,15,6
30395,437,19,43,2025-10-05,2025-10-10,2025-10-17,Delivered,Apple Pay,Express,15,2
30396,3873,26,189,2022-07-27,2022-08-03,2022-08-13,Delivered,Google Pay,Free Shipping,10,1
30397,329,7,290,2023-10-12,,,Pending,Wire Transfer,Free Shipping,0,6
30398,1021,1,124,2022-03-22,2022-03-25,,Shipped,Gift Card,Free Shipping,5,2
30399,168,20,185,2024-05-09,2024-05-13,,Shipped,Credit Card,Standard,0,7
30400,325,16,36,2025-12-15,,,Processing,Google Pay,Express,0,8
30401,3606,10,4,2022-11-18,2022-11-25,2022-11-30,Delivered,Gift Card,Pickup,20,5
30402,1367,32,65,2025-10-25,2025-10-26,2025-11-04,Delivered,Google Pay,Pickup,10,4
30403,3037,17,197,2025-07-08,2025-07-14,2025-07-24,Delivered,Gift Card,Standard,15,9
30404,2899,41,99,2024-04-05,2024-04-06,,Returned,PayPal,Express,0,9
30405,769,10,48,2022-11-23,2022-11-24,2022-11-27,Delivered,Gift Card,Pickup,0,5
30406,1293,47,193,2023-06-14,2023-06-16,2023-06-18,Delivered,PayPal,Overnight,15,2
30407,988,36,293,2024-12-10,2024-12-12,,Shipped,Credit Card,Express,15,7
30408,3329,35,222,2024-06-04,2024-06-06,,Returned,Gift Card,Free Shipping,10,8
30409,2551,13,82,2022-12-14,2022-12-20,2022-12-27,Delivered,Gift Card,Free Shipping,10,7
30410,2170,33,272,2024-10-24,2024-10-28,2024-10-31,Delivered,Google Pay,Pickup,0,1
30411,715,5,53,2024-10-15,,,Cancelled,Wire Transfer,Free Shipping,5,1
30412,2455,32,47,2022-08-21,2022-08-22,2022-08-28,Delivered,PayPal,Free Shipping,15,4
30413,4496,44,163,2022-12-11,,,Processing,Credit Card,Standard,0,9
30414,3123,17,123,2023-05-08,,,Processing,Gift Card,Standard,0,9
30415,4978,42,166,2024-07-12,2024-07-17,,Shipped,Wire Transfer,Free Shipping,10,8
30416,1155,18,7,2024-05-28,2024-06-01,2024-06-13,Delivered,Gift Card,Standard,5,4
30417,569,25,90,2025-01-01,,,Processing,Credit Card,Free Shipping,10,3
30418,543,34,212,2024-10-14,2024-10-20,2024-10-31,Delivered,PayPal,Express,0,8
30419,1638,50,85,2024-06-18,,,Processing,PayPal,Pickup,10,9
30420,2885,15,283,2024-09-14,2024-09-18,2024-09-26,Delivered,Google Pay,Pickup,0,4
30421,21,13,63,2025-07-02,2025-07-03,,Shipped,Wire Transfer,Express,20,7
30422,2356,33,114,2024-12-18,,,Pending,Apple Pay,Overnight,10,1
30423,764,45,109,2023-10-07,,,Cancelled,Debit Card,Overnight,5,1
30424,160,30,57,2024-01-24,,,Processing,Credit Card,Pickup,0,6
30425,3089,28,217,2025-12-04,2025-12-07,2025-12-12,Delivered,PayPal,Express,25,3
30426,245,28,209,2023-11-18,2023-11-19,2023-11-23,Delivered,Gift Card,Express,0,3
30427,3039,34,32,2024-04-04,2024-04-10,2024-04-17,Delivered,Gift Card,Overnight,25,8
30428,1344,43,48,2025-09-14,,,Processing,Gift Card,Standard,5,7
30429,721,48,235,2022-07-03,2022-07-04,2022-07-06,Delivered,Credit Card,Express,20,4
30430,922,19,229,2024-08-18,2024-08-21,,Shipped,Apple Pay,Free Shipping,10,2
30431,41,40,268,2025-11-20,2025-11-24,2025-11-27,Delivered,Debit Card,Pickup,0,2
30432,4908,45,64,2023-01-09,2023-01-12,2023-01-14,Delivered,Debit Card,Pickup,0,1
30433,4953,9,35,2023-07-03,2023-07-10,2023-07-11,Delivered,Wire Transfer,Express,25,6
30434,4294,37,217,2025-11-09,2025-11-12,2025-11-23,Delivered,PayPal,Standard,15,1
30435,2891,46,118,2023-08-01,2023-08-04,,Shipped,Debit Card,Express,10,8
30436,3007,31,159,2024-11-26,,,Cancelled,Gift Card,Pickup,15,2
30437,171,27,246,2025-08-05,2025-08-06,2025-08-07,Delivered,PayPal,Pickup,0,2
