ticket_id,customer_id,category,priority,status,created_date,resolved_date,days_to_resolve,satisfaction_score,agent_id
4587,4375,Return Request,High,Closed,1/6/2026,1/28/2026,22,4,219
4588,2666,Return Request,Low,Resolved,11/29/2024,12/26/2024,27,3,265
4589,3598,Return Request,Low,Escalated,9/11/2024,9/21/2024,10,5,75
4590,695,Return Request,High,Resolved,1/11/2025,,,,295
4591,2930,General Inquiry,Low,Closed,5/16/2025,5/22/2025,6,4,181
4592,2544,General Inquiry,Medium,Escalated,8/18/2024,9/10/2024,23,5,34
4593,2130,Technical Support,Low,In Progress,12/10/2025,1/2/2026,23,4,190
4594,4196,Billing,Low,Resolved,11/25/2025,12/21/2025,26,5,227
4595,2167,Shipping,Low,Escalated,12/29/2024,1/20/2025,22,2,134
4596,753,Technical Support,Low,In Progress,11/22/2024,,,,276
4597,463,Shipping,Low,Open,11/22/2024,,,,7
4598,3745,Billing,Low,Resolved,3/25/2025,4/7/2025,13,4,268
4599,4858,Return Request,Medium,Escalated,4/1/2025,5/1/2025,30,5,53
4600,1863,Return Request,Medium,Escalated,5/18/2025,5/25/2025,7,4,10
4601,3790,General Inquiry,Medium,Escalated,1/1/2026,1/5/2026,4,2,125
4602,2923,Technical Support,Critical,In Progress,8/3/2025,8/7/2025,4,3,57
4603,3490,Technical Support,High,Resolved,5/4/2025,5/31/2025,27,2,139
4604,296,General Inquiry,Medium,Resolved,5/21/2026,,,,261
4605,2355,Billing,Medium,Escalated,3/27/2025,4/20/2025,24,2,286
4606,1441,Technical Support,Low,Resolved,1/17/2026,1/31/2026,14,2,107
4607,4678,Return Request,Low,Closed,12/2/2025,12/12/2025,10,5,121
4608,141,Product Defect,Critical,Closed,9/20/2025,,,,139
4609,660,Shipping,Medium,In Progress,3/16/2025,4/2/2025,17,4,267
4610,2101,Account Issue,Low,Open,7/26/2024,8/1/2024,6,4,78
4611,3428,General Inquiry,Medium,Resolved,6/24/2024,,,,88
4612,2530,Product Defect,Medium,Resolved,4/5/2026,4/23/2026,18,4,268
4613,928,General Inquiry,Medium,Escalated,8/14/2024,8/25/2024,11,5,139
4614,4859,Shipping,Medium,In Progress,4/12/2025,5/6/2025,24,5,163
4615,2116,Account Issue,Medium,Closed,8/12/2025,8/21/2025,9,1,201
4616,2068,Return Request,Medium,Open,1/18/2026,2/12/2026,25,1,60
4617,4878,Product Defect,Medium,Escalated,6/28/2024,7/16/2024,18,2,297
4618,3741,Shipping,Low,Resolved,11/16/2024,11/20/2024,4,3,202
4619,1307,Account Issue,Low,Open,12/9/2025,,,,10
4620,4401,Return Request,Low,Open,1/11/2025,,,,254
4621,1103,Technical Support,Medium,Open,12/11/2024,12/25/2024,14,2,283
4622,3180,General Inquiry,Medium,Escalated,1/13/2025,,,,143
4623,2989,Shipping,Medium,Resolved,10/2/2024,10/11/2024,9,2,21
4624,1312,Product Defect,Low,Closed,11/8/2024,11/21/2024,13,1,147
4625,2999,Technical Support,Low,Escalated,9/30/2024,10/14/2024,14,1,11
4626,4074,Shipping,Medium,In Progress,10/25/2024,,,,150
4627,1401,Return Request,Medium,Closed,8/9/2025,8/12/2025,3,5,293
4628,4482,Billing,High,Resolved,5/6/2025,5/31/2025,25,3,199
4629,3325,Billing,Low,Escalated,3/2/2026,,,,90
4630,2400,Billing,Medium,Escalated,10/26/2025,11/19/2025,24,1,193
4631,160,General Inquiry,Low,Closed,9/8/2024,9/19/2024,11,3,53
4632,2693,Return Request,High,Open,10/2/2025,10/22/2025,20,4,85
4633,4020,General Inquiry,Medium,Escalated,6/18/2024,,,,38
4634,1993,Billing,Low,In Progress,8/24/2025,9/10/2025,17,3,207
4635,994,Account Issue,Low,Escalated,12/13/2024,1/1/2025,19,2,61
4636,218,General Inquiry,Low,Closed,7/19/2025,7/27/2025,8,4,122
4637,3277,Account Issue,Critical,Closed,5/25/2026,,,,89
4638,2215,Technical Support,Low,Resolved,5/16/2025,5/27/2025,11,4,205
4639,863,General Inquiry,Low,Escalated,7/3/2025,,,,81
4640,2767,Technical Support,Critical,Escalated,4/19/2025,,,,83
4641,3735,Shipping,Low,Escalated,11/20/2024,12/8/2024,18,5,32
4642,4131,Billing,High,Closed,8/30/2024,9/11/2024,12,2,236
4643,4181,General Inquiry,Medium,Open,3/6/2025,3/9/2025,3,3,88
4644,4965,Product Defect,Medium,Open,9/29/2024,10/19/2024,20,5,259
4645,1770,Product Defect,Low,Resolved,1/15/2026,2/3/2026,19,1,254
4646,3849,Account Issue,High,Resolved,6/20/2025,7/20/2025,30,5,172
4647,2935,General Inquiry,High,Resolved,7/17/2025,,,,269
4648,3094,Account Issue,Low,Escalated,2/5/2026,2/12/2026,7,2,205
4649,364,General Inquiry,Medium,Closed,12/27/2024,1/4/2025,8,1,69
4650,4027,Account Issue,Low,Closed,8/29/2025,9/26/2025,28,5,241
4651,2676,General Inquiry,High,Closed,5/26/2025,,,,260
4652,4796,Product Defect,Low,Open,11/3/2024,11/12/2024,9,1,165
4653,892,Account Issue,Low,Open,7/16/2024,7/31/2024,15,1,37
4654,1234,Product Defect,Medium,Resolved,11/20/2024,12/13/2024,23,1,253
4655,3364,General Inquiry,High,Open,12/25/2025,,,,72
4656,4764,Billing,Medium,Open,6/23/2025,7/23/2025,30,2,6
4657,2280,Technical Support,Critical,Open,12/4/2025,12/27/2025,23,4,218
4658,2796,General Inquiry,Medium,Closed,4/9/2025,4/28/2025,19,3,191
4659,982,Billing,Medium,Escalated,10/8/2025,10/11/2025,3,1,148
4660,500,Shipping,High,Closed,11/9/2025,11/13/2025,4,1,25
4661,235,Technical Support,High,Open,1/5/2026,1/13/2026,8,1,171
4662,1124,Account Issue,Low,Open,11/6/2025,11/23/2025,17,4,212
4663,1222,General Inquiry,Low,Open,8/30/2024,9/24/2024,25,3,232
4664,3275,Shipping,Critical,Closed,3/24/2025,,,,177
4665,4434,General Inquiry,Critical,Escalated,9/13/2024,10/12/2024,29,3,17
4666,3806,Shipping,Low,Open,10/10/2024,10/14/2024,4,5,82
4667,1345,General Inquiry,Medium,Open,3/15/2025,4/4/2025,20,4,237
4668,2200,General Inquiry,Medium,Closed,6/4/2026,6/16/2026,12,5,95
4669,700,Return Request,Medium,Closed,8/11/2024,8/19/2024,8,2,10
4670,4196,Return Request,Low,In Progress,5/6/2026,5/8/2026,2,4,228
4671,674,Shipping,Medium,In Progress,11/30/2025,12/27/2025,27,2,260
4672,465,General Inquiry,Low,Resolved,8/12/2024,,,,213
4673,2441,Shipping,Medium,Open,4/25/2026,,,,246
4674,1361,Technical Support,High,Open,7/29/2025,8/17/2025,19,3,68
4675,3707,Billing,Medium,Closed,5/15/2026,,,,6
4676,4002,Technical Support,High,Open,7/20/2024,,,,266
4677,4834,Billing,Low,Resolved,4/27/2025,4/29/2025,2,3,290
4678,2567,General Inquiry,Low,In Progress,8/31/2024,8/31/2024,0,5,296
4679,1624,Billing,Low,In Progress,5/29/2026,6/19/2026,21,3,293
4680,4146,Product Defect,Low,Resolved,4/26/2025,5/2/2025,6,3,160
4681,4113,Technical Support,High,Closed,10/17/2025,,,,59
4682,4848,Account Issue,High,In Progress,3/24/2025,4/12/2025,19,2,18
4683,2344,Product Defect,Medium,Resolved,7/31/2025,,,,247
4684,3801,Billing,Low,Open,11/22/2025,,,,187
4685,2345,Return Request,Medium,Resolved,11/24/2025,12/22/2025,28,3,250
4686,4202,Product Defect,Low,Closed,3/5/2025,,,,261
4687,3780,Account Issue,Medium,Open,8/1/2024,,,,283
4688,2890,Shipping,Medium,In Progress,8/13/2025,8/25/2025,12,2,243
4689,1058,Return Request,Low,In Progress,4/4/2026,4/4/2026,0,3,165
4690,3440,Return Request,Low,Closed,2/19/2026,,,,203
4691,1393,Account Issue,High,In Progress,6/17/2025,7/4/2025,17,1,188
4692,864,Technical Support,Low,Open,4/8/2025,4/11/2025,3,1,165
4693,2949,General Inquiry,Low,Resolved,7/26/2024,,,,42
4694,890,Account Issue,Medium,Resolved,7/2/2025,7/17/2025,15,4,121
4695,2180,Return Request,Medium,Resolved,8/11/2025,9/2/2025,22,3,171
4696,6,Return Request,Medium,Resolved,7/26/2025,8/12/2025,17,2,244
4697,128,General Inquiry,High,Escalated,5/2/2025,,,,261
4698,801,Billing,Low,Open,12/31/2025,1/22/2026,22,4,118
4699,3590,Product Defect,Low,Resolved,12/16/2025,,,,181
4700,2802,Product Defect,Medium,Closed,8/18/2024,9/7/2024,20,2,270
4701,4362,Account Issue,Medium,Open,1/24/2026,2/12/2026,19,4,265
4702,3685,Return Request,Medium,Escalated,9/23/2024,9/24/2024,1,3,2
4703,4096,Return Request,Medium,Resolved,1/20/2025,,,,268
4704,555,Shipping,Medium,In Progress,9/26/2024,10/25/2024,29,4,191
4705,62,Product Defect,Medium,Closed,11/7/2025,,,,295
4706,1913,Product Defect,Low,Resolved,5/6/2025,5/17/2025,11,1,270
4707,2759,Product Defect,Medium,Resolved,12/24/2024,,,,272
4708,2919,General Inquiry,Medium,Closed,12/31/2025,,,,273
4709,1945,Return Request,Low,Resolved,11/23/2024,12/15/2024,22,1,63
4710,2098,Technical Support,Medium,In Progress,6/22/2024,7/19/2024,27,1,275
4711,4872,Product Defect,Low,Resolved,5/10/2026,5/13/2026,3,2,116
4712,477,Billing,Medium,Closed,12/6/2025,12/22/2025,16,4,68
4713,416,Billing,Low,Escalated,5/27/2026,,,,188
4714,3975,Product Defect,Medium,Escalated,3/2/2026,,,,243
4715,1944,General Inquiry,Critical,In Progress,12/20/2024,,,,165
4716,528,Account Issue,Medium,In Progress,3/17/2026,4/15/2026,29,1,219
4717,1698,Billing,Medium,In Progress,2/15/2025,3/14/2025,27,4,215
4718,2699,General Inquiry,Low,Closed,5/14/2026,6/12/2026,29,5,74
4719,3080,General Inquiry,Low,In Progress,4/4/2025,4/6/2025,2,5,178
4720,1759,Shipping,Critical,Open,6/3/2026,7/1/2026,28,2,126
4721,3832,Account Issue,Low,Resolved,5/31/2025,6/21/2025,21,3,23
4722,4336,Shipping,High,Resolved,1/11/2026,,,,209
4723,4549,Shipping,Low,Resolved,12/5/2024,12/22/2024,17,1,295
4724,3602,Account Issue,High,Escalated,1/22/2025,1/24/2025,2,4,232
4725,3776,Return Request,High,Closed,8/9/2024,9/6/2024,28,5,174
4726,1916,General Inquiry,High,Open,3/2/2026,3/23/2026,21,2,93
4727,33,Product Defect,Medium,Closed,8/27/2025,9/4/2025,8,2,91
4728,4252,Billing,High,Closed,6/3/2025,6/8/2025,5,5,20
4729,14,Account Issue,Medium,Resolved,11/20/2024,12/4/2024,14,2,276
4730,3965,Return Request,High,Resolved,9/11/2024,9/27/2024,16,5,200
4731,854,Product Defect,Low,Escalated,9/19/2024,9/26/2024,7,3,109
4732,3554,Billing,Medium,In Progress,8/15/2024,9/13/2024,29,2,111
4733,4554,Product Defect,Low,In Progress,2/13/2026,3/1/2026,16,3,269
4734,2108,Return Request,High,Open,5/12/2026,6/3/2026,22,2,135
4735,2292,Product Defect,Low,Escalated,8/18/2025,8/31/2025,13,4,102
4736,976,Billing,Medium,Open,2/15/2025,3/8/2025,21,2,216
4737,3283,Account Issue,High,In Progress,12/14/2025,1/10/2026,27,1,41
4738,4100,Billing,Critical,In Progress,7/17/2025,8/5/2025,19,5,199
4739,1444,Billing,Medium,In Progress,9/6/2024,9/23/2024,17,3,181
4740,1857,Product Defect,Medium,In Progress,1/24/2026,2/3/2026,10,3,162
4741,2271,Account Issue,Low,In Progress,4/11/2026,5/2/2026,21,5,294
4742,4016,Technical Support,Medium,Escalated,6/24/2025,7/18/2025,24,3,238
4743,2886,Account Issue,Medium,Resolved,6/18/2024,,,,111
4744,94,Product Defect,Low,In Progress,7/3/2024,7/9/2024,6,4,35
4745,3414,Technical Support,Low,Closed,5/7/2025,5/7/2025,0,1,294
4746,4138,Product Defect,Medium,Escalated,8/23/2024,9/11/2024,19,2,82
4747,3756,Product Defect,High,Resolved,1/11/2025,1/11/2025,0,1,91
4748,4744,Product Defect,High,In Progress,3/6/2025,,,,62
4749,1904,Billing,Low,Closed,3/13/2025,3/20/2025,7,3,29
4750,2687,Shipping,High,In Progress,2/2/2026,2/16/2026,14,2,3
4751,2811,Product Defect,Low,In Progress,6/14/2025,6/28/2025,14,5,198
4752,1359,Return Request,Medium,Resolved,12/10/2025,12/29/2025,19,2,255
4753,2159,Product Defect,Low,Escalated,2/27/2025,3/11/2025,12,2,124
4754,4894,Technical Support,Low,In Progress,3/30/2026,4/9/2026,10,4,241
4755,3008,Return Request,Low,Resolved,7/18/2025,8/11/2025,24,4,15
4756,2142,Shipping,Low,Closed,8/23/2024,9/22/2024,30,3,14
4757,271,Account Issue,Low,In Progress,8/6/2025,9/1/2025,26,3,179
4758,586,Account Issue,Low,Resolved,10/20/2025,11/7/2025,18,5,102
4759,4834,Technical Support,Medium,Closed,12/21/2025,1/19/2026,29,2,105
4760,2889,Product Defect,Medium,Resolved,5/6/2026,,,,60
4761,3676,Technical Support,Medium,Escalated,4/30/2025,5/11/2025,11,4,177
4762,1457,Technical Support,High,Resolved,8/19/2024,,,,209
4763,3286,Technical Support,Medium,Escalated,8/23/2024,9/13/2024,21,2,7
4764,2344,Return Request,Medium,In Progress,8/12/2025,9/3/2025,22,2,127
4765,726,Technical Support,Low,Open,9/23/2024,10/10/2024,17,2,168
4766,1902,Technical Support,Low,In Progress,10/19/2025,,,,19
4767,4080,Product Defect,Low,Escalated,4/21/2025,5/19/2025,28,4,17
4768,2603,Product Defect,Medium,Escalated,6/17/2024,7/16/2024,29,3,87
4769,3192,Account Issue,Low,Escalated,2/16/2026,3/12/2026,24,3,189
4770,4334,Product Defect,Medium,Escalated,7/4/2025,,,,104
4771,162,Product Defect,Low,Escalated,5/18/2025,6/14/2025,27,5,285
4772,58,Product Defect,Medium,Resolved,1/9/2026,1/21/2026,12,3,280
4773,4701,Account Issue,Low,Escalated,1/22/2026,1/27/2026,5,3,181
4774,1645,Account Issue,Medium,Resolved,10/10/2025,10/10/2025,0,2,79
4775,4198,General Inquiry,High,Escalated,5/28/2026,6/4/2026,7,3,42
4776,3132,General Inquiry,Medium,In Progress,6/9/2025,6/21/2025,12,2,114
4777,2738,Shipping,Medium,Escalated,12/1/2025,12/11/2025,10,4,234
4778,1417,Return Request,Medium,Escalated,8/30/2025,9/16/2025,17,4,163
4779,2615,Shipping,Low,Closed,12/14/2024,12/16/2024,2,4,187
4780,1047,Technical Support,Medium,Open,2/7/2025,2/27/2025,20,4,186
4781,1227,Technical Support,Medium,Resolved,10/28/2024,11/26/2024,29,1,253
4782,1294,Shipping,Medium,Resolved,2/20/2025,3/12/2025,20,4,15
4783,207,Product Defect,Low,Closed,6/9/2024,,,,211
4784,2688,Account Issue,Low,Closed,6/19/2025,6/27/2025,8,3,181
4785,4636,Technical Support,Critical,Open,1/9/2025,1/31/2025,22,3,249
4786,4143,Technical Support,Critical,Resolved,4/5/2025,4/20/2025,15,4,179
4787,3807,Return Request,Medium,Open,11/7/2025,11/15/2025,8,1,237
4788,3302,General Inquiry,High,Resolved,8/10/2025,9/5/2025,26,3,293
4789,2663,Account Issue,High,Open,5/28/2025,,,,209
4790,3890,Account Issue,Low,Open,11/6/2024,11/11/2024,5,5,159
4791,4698,Return Request,Low,Escalated,10/9/2025,10/25/2025,16,4,69
4792,2545,Account Issue,Low,Resolved,4/23/2025,5/10/2025,17,5,181
4793,3503,Shipping,Critical,In Progress,7/11/2024,7/17/2024,6,5,176
4794,2040,Account Issue,Medium,Closed,4/2/2025,4/23/2025,21,2,101
4795,3929,Shipping,Medium,Escalated,4/17/2026,,,,106
4796,2295,Shipping,Low,Escalated,4/29/2025,5/6/2025,7,4,238
4797,3301,Technical Support,High,In Progress,10/17/2025,10/20/2025,3,2,43
4798,4730,Product Defect,Critical,In Progress,12/2/2024,12/17/2024,15,5,260
4799,3534,Product Defect,Low,Closed,2/3/2026,2/20/2026,17,5,141
4800,4801,Product Defect,Medium,Open,9/23/2024,,,,21
4801,1429,Technical Support,Medium,Open,9/21/2024,9/23/2024,2,1,193
4802,4480,Technical Support,High,Resolved,7/29/2024,8/12/2024,14,1,291
4803,794,General Inquiry,Critical,Escalated,10/30/2025,11/15/2025,16,3,58
4804,3828,Technical Support,Low,Resolved,12/28/2024,1/2/2025,5,2,74
4805,2793,Product Defect,Medium,Open,9/9/2025,9/11/2025,2,1,24
4806,372,Account Issue,Medium,Escalated,4/14/2025,5/1/2025,17,1,177
4807,1037,Shipping,Medium,Closed,12/18/2024,1/8/2025,21,4,134
4808,768,Technical Support,Low,Closed,2/15/2026,2/25/2026,10,4,2
4809,1887,Product Defect,Low,In Progress,5/23/2026,6/20/2026,28,4,138
4810,2940,Shipping,Medium,Closed,9/10/2024,,,,63
4811,2871,General Inquiry,Medium,In Progress,12/15/2025,1/2/2026,18,1,159
4812,3583,Product Defect,Medium,Open,1/14/2025,2/12/2025,29,2,189
4813,3430,Return Request,Low,Escalated,3/24/2025,4/14/2025,21,3,121
4814,420,Return Request,Medium,Resolved,4/28/2026,5/19/2026,21,1,108
4815,1891,General Inquiry,Low,Closed,5/1/2026,,,,268
4816,66,Account Issue,Low,Open,12/8/2024,12/13/2024,5,3,294
4817,4855,Billing,High,Open,6/4/2026,6/8/2026,4,2,292
4818,3196,Shipping,Medium,Closed,7/16/2025,8/1/2025,16,5,124
4819,4567,Technical Support,High,Closed,8/25/2025,8/30/2025,5,5,188
4820,2838,Shipping,Critical,Closed,9/4/2024,9/20/2024,16,1,289
4821,3385,Technical Support,Low,Escalated,1/8/2025,,,,37
4822,2145,Billing,High,In Progress,7/16/2025,8/5/2025,20,3,184
4823,4170,Account Issue,Low,In Progress,12/3/2024,12/17/2024,14,5,209
4824,3532,General Inquiry,Low,Closed,4/20/2026,5/1/2026,11,1,224
4825,2524,Billing,High,In Progress,6/15/2024,6/29/2024,14,3,56
4826,3677,Technical Support,Low,In Progress,10/10/2025,,,,234
4827,1697,Billing,Medium,Closed,3/20/2025,3/22/2025,2,5,157
4828,941,Billing,High,In Progress,1/16/2025,,,,72
4829,67,Product Defect,High,Escalated,8/22/2025,9/4/2025,13,2,5
4830,99,Account Issue,Medium,Closed,3/18/2025,,,,100
4831,1964,Account Issue,Medium,Resolved,8/6/2024,9/3/2024,28,1,275
4832,1415,Return Request,High,Closed,6/8/2024,7/7/2024,29,2,298
4833,171,Technical Support,Medium,Open,12/15/2025,12/23/2025,8,4,10
4834,2604,Technical Support,Low,In Progress,4/12/2025,4/16/2025,4,1,261
4835,3736,Billing,High,In Progress,3/1/2026,3/13/2026,12,5,100
4836,4565,Account Issue,Low,In Progress,12/12/2024,1/5/2025,24,2,258
4837,2629,Shipping,Low,Closed,5/30/2025,,,,296
4838,4032,Technical Support,Low,Closed,9/18/2024,,,,167
4839,315,Product Defect,Low,Resolved,11/25/2025,,,,182
4840,4225,Account Issue,High,Closed,10/8/2024,11/6/2024,29,2,22
4841,4252,General Inquiry,High,In Progress,5/27/2025,6/4/2025,8,4,281
4842,4024,Billing,Low,Open,1/28/2025,2/20/2025,23,5,269
4843,733,Account Issue,High,Resolved,2/12/2026,3/11/2026,27,5,231
4844,3842,General Inquiry,Medium,Open,9/4/2025,9/27/2025,23,2,240
4845,2262,Billing,Medium,Open,8/19/2024,9/12/2024,24,1,43
4846,3016,Billing,Low,Resolved,1/4/2026,1/17/2026,13,4,244
4847,738,General Inquiry,High,In Progress,6/21/2025,6/27/2025,6,4,86
4848,3546,Product Defect,Medium,In Progress,11/14/2024,11/17/2024,3,4,257
4849,4488,Billing,Low,Closed,3/19/2026,4/5/2026,17,4,234
4850,2290,Return Request,Low,Open,3/1/2026,3/26/2026,25,1,64
4851,538,Shipping,Medium,In Progress,10/19/2024,11/18/2024,30,1,262
4852,1684,Product Defect,Low,Open,8/26/2025,9/15/2025,20,1,20
4853,123,General Inquiry,Medium,Closed,2/22/2026,3/5/2026,11,4,91
4854,3736,Product Defect,Low,Open,11/3/2025,11/10/2025,7,2,217
4855,1523,Return Request,High,Resolved,4/11/2026,,,,68
4856,4209,Billing,Low,Resolved,3/26/2025,4/1/2025,6,5,223
4857,2324,Product Defect,Medium,Open,9/26/2024,,,,208
4858,2174,Shipping,Low,Escalated,6/26/2024,7/9/2024,13,4,185
4859,3499,Product Defect,High,Escalated,8/20/2025,,,,55
4860,843,Product Defect,Low,Closed,12/14/2024,1/8/2025,25,3,184
4861,3548,Account Issue,Medium,Escalated,2/19/2026,3/9/2026,18,2,119
4862,2400,Account Issue,Medium,In Progress,8/22/2025,9/10/2025,19,1,100
4863,2499,Account Issue,Low,Closed,1/10/2026,,,,43
4864,946,Return Request,Low,Escalated,5/6/2025,5/28/2025,22,2,210
4865,4037,Product Defect,Medium,In Progress,3/20/2026,,,,102
4866,1671,Technical Support,Low,Open,2/4/2026,2/12/2026,8,1,190
4867,4744,Shipping,Medium,In Progress,11/23/2025,12/8/2025,15,3,59
4868,4272,Return Request,Low,In Progress,5/29/2025,6/8/2025,10,3,291
4869,1868,Account Issue,High,Resolved,12/10/2024,12/17/2024,7,2,178
4870,550,Billing,High,Closed,3/17/2025,3/25/2025,8,2,55
4871,3661,Return Request,Medium,Resolved,2/1/2026,,,,205
4872,155,Technical Support,Medium,In Progress,5/22/2025,6/18/2025,27,1,95
4873,3869,Product Defect,Medium,Escalated,7/15/2024,7/31/2024,16,1,45
4874,4654,Shipping,Medium,Resolved,4/12/2025,4/18/2025,6,1,184
4875,2566,Shipping,Medium,Open,6/13/2024,6/26/2024,13,1,39
4876,3957,Technical Support,Low,Open,3/23/2025,4/17/2025,25,1,213
4877,1057,Technical Support,Critical,Open,9/9/2025,10/2/2025,23,4,275
4878,1642,General Inquiry,Critical,Escalated,7/7/2024,7/8/2024,1,5,69
4879,2951,Shipping,Low,Escalated,1/24/2026,2/9/2026,16,5,240
4880,509,Account Issue,Low,Escalated,9/25/2025,9/27/2025,2,4,71
4881,4353,Account Issue,Medium,Resolved,4/10/2026,4/19/2026,9,3,214
4882,3418,Product Defect,Medium,Open,3/26/2026,3/27/2026,1,4,51
4883,909,General Inquiry,Medium,Open,3/4/2026,3/25/2026,21,2,245
4884,1748,Technical Support,Medium,Resolved,2/9/2026,2/28/2026,19,2,43
4885,3771,Account Issue,Low,Resolved,12/17/2025,1/7/2026,21,1,218
4886,453,Return Request,Critical,In Progress,12/14/2025,1/3/2026,20,2,300
4887,3071,Return Request,Low,In Progress,3/26/2025,4/18/2025,23,3,120
4888,508,Product Defect,Medium,Escalated,12/30/2024,1/13/2025,14,5,147
4889,4571,Billing,Low,Closed,11/9/2024,12/6/2024,27,2,296
4890,4491,Return Request,Low,Open,12/31/2024,1/4/2025,4,1,40
4891,601,General Inquiry,High,Closed,3/6/2025,3/16/2025,10,4,264
4892,1634,General Inquiry,Low,In Progress,3/18/2025,4/16/2025,29,2,223
4893,1468,Product Defect,Critical,In Progress,4/9/2026,5/1/2026,22,1,224
4894,4958,Return Request,Medium,Escalated,3/5/2026,3/22/2026,17,5,105
4895,2380,Account Issue,Low,Closed,12/13/2024,1/7/2025,25,1,281
4896,4781,Return Request,Low,In Progress,10/3/2024,10/7/2024,4,3,211
4897,3432,Return Request,Medium,Resolved,2/20/2025,3/16/2025,24,1,143
4898,91,Billing,Critical,Open,4/4/2026,4/24/2026,20,1,245
4899,4741,Billing,Low,Resolved,4/29/2026,,,,215
4900,737,General Inquiry,Low,Open,6/25/2024,7/17/2024,22,3,155
4901,347,Account Issue,Low,Closed,4/2/2025,4/18/2025,16,4,298
4902,3944,Technical Support,High,Escalated,7/5/2024,7/27/2024,22,2,247
4903,3718,Billing,Low,Escalated,12/9/2024,1/7/2025,29,1,12
4904,563,Shipping,Medium,Resolved,4/15/2026,4/25/2026,10,3,101
4905,1063,Billing,Critical,Resolved,2/11/2026,,,,75
4906,287,Billing,Medium,Closed,5/15/2025,6/11/2025,27,3,143
4907,3680,Shipping,Medium,Closed,4/29/2026,,,,130
4908,1073,Return Request,Low,In Progress,10/12/2024,10/15/2024,3,2,57
4909,2293,Technical Support,Medium,In Progress,1/7/2025,1/16/2025,9,4,200
4910,1221,Billing,Low,Resolved,4/15/2026,4/16/2026,1,3,159
4911,4227,Account Issue,Medium,Open,2/12/2025,2/28/2025,16,3,44
4912,3403,Return Request,Medium,Open,1/5/2026,1/28/2026,23,2,23
4913,4140,Billing,Medium,In Progress,9/20/2025,10/11/2025,21,2,141
4914,926,Product Defect,Low,Open,9/9/2025,9/22/2025,13,4,239
4915,2338,Return Request,Medium,Open,4/1/2025,,,,93
4916,4706,Billing,Low,Escalated,11/20/2025,11/30/2025,10,5,182
4917,4768,General Inquiry,Medium,In Progress,8/19/2024,9/16/2024,28,5,263
4918,3720,Product Defect,Medium,In Progress,1/19/2026,1/23/2026,4,2,191
4919,4279,Return Request,Low,Resolved,11/25/2024,,,,132
4920,3063,Product Defect,Low,Resolved,8/19/2025,9/2/2025,14,1,218
4921,3295,General Inquiry,Medium,Resolved,5/10/2026,,,,222
4922,912,Account Issue,Medium,Closed,3/31/2025,4/20/2025,20,4,17
4923,260,Account Issue,Medium,Escalated,10/13/2025,10/28/2025,15,4,160
4924,2182,Product Defect,Medium,Closed,6/17/2025,7/10/2025,23,2,99
4925,4469,Billing,Low,Resolved,7/13/2025,7/28/2025,15,3,59
4926,3085,Technical Support,High,Open,11/19/2025,12/16/2025,27,3,65
4927,1140,Return Request,Medium,Closed,4/29/2025,,,,179
4928,2068,Billing,High,Resolved,7/3/2024,,,,139
4929,3575,Billing,Low,In Progress,6/29/2025,7/1/2025,2,4,64
4930,2436,Return Request,Medium,Escalated,2/5/2026,,,,254
4931,2614,Return Request,Low,Resolved,2/26/2026,3/22/2026,24,1,136
4932,1869,Account Issue,Medium,Escalated,10/16/2025,10/21/2025,5,1,100
4933,798,Billing,Medium,In Progress,7/7/2024,7/22/2024,15,1,196
4934,50,Product Defect,Low,Escalated,10/15/2024,10/17/2024,2,1,171
4935,2389,Technical Support,Low,Escalated,8/12/2025,9/6/2025,25,5,284
4936,4553,Product Defect,Medium,In Progress,1/29/2025,,,,200
4937,3082,Product Defect,High,Closed,1/29/2026,2/22/2026,24,2,199
4938,534,Return Request,Medium,Closed,9/18/2024,,,,190
4939,1505,General Inquiry,Low,Closed,9/11/2025,9/11/2025,0,2,78
4940,3766,Billing,Medium,Closed,5/9/2026,,,,113
4941,1345,Billing,High,In Progress,12/3/2025,,,,101
4942,2358,Return Request,High,Closed,8/28/2025,9/19/2025,22,1,103
4943,2174,Technical Support,Medium,Resolved,5/31/2025,6/23/2025,23,3,31
4944,4191,Technical Support,Medium,Open,12/4/2025,,,,267
4945,4236,General Inquiry,Medium,In Progress,11/27/2025,12/25/2025,28,5,3
4946,889,Account Issue,Medium,Open,1/14/2026,1/30/2026,16,2,37
4947,2260,Technical Support,High,In Progress,8/13/2025,,,,267
4948,3331,Account Issue,Low,Resolved,2/8/2026,2/22/2026,14,3,277
4949,3809,Product Defect,Low,Open,6/9/2024,,,,102
4950,3193,Account Issue,Low,Closed,8/23/2025,,,,285
4951,168,Account Issue,High,Closed,12/18/2024,,,,216
4952,3922,Billing,Low,Escalated,4/2/2025,4/9/2025,7,4,267
4953,4941,Account Issue,Medium,Resolved,3/16/2026,3/26/2026,10,1,61
4954,1945,Return Request,Low,Closed,8/4/2025,9/2/2025,29,5,145
4955,3829,Technical Support,Medium,Open,5/11/2025,5/15/2025,4,4,263
4956,4394,Product Defect,Medium,In Progress,2/18/2026,3/4/2026,14,2,256
4957,3670,Return Request,High,Open,11/5/2024,,,,56
4958,4671,Product Defect,High,Closed,2/13/2025,3/7/2025,22,2,215
4959,242,Account Issue,Medium,Open,9/5/2025,,,,239
4960,2863,Technical Support,High,Escalated,7/11/2025,8/10/2025,30,1,11
